8,ANCESTOR,3,"Given the following lineage relationships:
* Beverly is Gerald's ancestor.
* Jeffrey is Richard's ancestor.
* Richard is Beverly's ancestor.
* Douglas is Stephen's ancestor.
* Gerald is Jeremy's ancestor.
* Andrea is Jeffrey's ancestor.
* Jeremy is Douglas's ancestor.
Determine the lineage relationship between Andrea and Stephen.
Select the correct answer:
1. Andrea and Stephen share a common ancestor.
2. Andrea is Stephen's descendant.
3. Andrea is Stephen's ancestor.
4. Andrea and Stephen share a common descendant.
5. None of the above is correct.
Enclose the selected answer number in the <ANSWER> tag, for example: <ANSWER>1</ANSWER>.",anthropic/claude-opus-4.6,Amazon Bedrock,high,,"

Looking at this problem, I need to trace the chain of ancestry from Andrea to Stephen.

**Building the lineage chain:**

1. **Andrea** is Jeffrey's ancestor → Andrea → Jeffrey
2. **Jeffrey** is Richard's ancestor → Andrea → Jeffrey → Richard
3. **Richard** is Beverly's ancestor → Andrea → Jeffrey → Richard → Beverly
4. **Beverly** is Gerald's ancestor → Andrea → Jeffrey → Richard → Beverly → Gerald
5. **Gerald** is Jeremy's ancestor → Andrea → Jeffrey → Richard → Beverly → Gerald → Jeremy
6. **Jeremy** is Douglas's ancestor → Andrea → Jeffrey → Richard → Beverly → Gerald → Jeremy → Douglas
7. **Douglas** is Stephen's ancestor → Andrea → Jeffrey → Richard → Beverly → Gerald → Jeremy → Douglas → Stephen

**Full chain:** Andrea → Jeffrey → Richard → Beverly → Gerald → Jeremy → Douglas → **Stephen**

Andrea is an ancestor of Stephen through this direct lineage chain.

<ANSWER>3</ANSWER>"
8,DESCENDANT,3,"Given the following lineage relationships:
* Benjamin is Frances's descendant.
* Benjamin is Brittany's ancestor.
* Diane is Carl's descendant.
* Sarah is Willie's descendant.
* Frances is Sarah's descendant.
* Robert is Carl's ancestor.
* Robert is Brittany's descendant.
Determine the lineage relationship between Diane and Willie.
Select the correct answer:
1. Diane and Willie share a common ancestor.
2. Diane and Willie share a common descendant.
3. Diane is Willie's descendant.
4. Diane is Willie's ancestor.
5. None of the above is correct.
Enclose the selected answer number in the <ANSWER> tag, for example: <ANSWER>1</ANSWER>.",anthropic/claude-opus-4.6,Amazon Bedrock,high,,"Looking at this problem, I need to trace the lineage chain from the given relationships.

**Building the chain step by step:**

1. **Willie → Sarah** (Sarah is Willie's descendant)
2. **Sarah → Frances** (Frances is Sarah's descendant)
3. **Frances → Benjamin** (Benjamin is Frances's descendant)
4. **Benjamin → Brittany** (Benjamin is Brittany's ancestor)
5. **Brittany → Robert** (Robert is Brittany's descendant)
6. **Robert → Carl** (Robert is Carl's ancestor)
7. **Carl → Diane** (Diane is Carl's descendant)

**Full lineage chain:**
**Willie → Sarah → Frances → Benjamin → Brittany → Robert → Carl → Diane**

This shows that Diane is a descendant of Willie.

<ANSWER>3</ANSWER>"
8,COMMON_ANCESTOR,4,"Given the following lineage relationships:
* Mason is Maria's ancestor.
* Mason is Kelly's descendant.
* Alice is Jerry's descendant.
* Kelly is Joan's descendant.
* Joan is Lawrence's descendant.
* Maria is Jerry's ancestor.
* Christine is Lawrence's descendant.
Determine the lineage relationship between Christine and Alice.
Select the correct answer:
1. Christine and Alice share a common descendant.
2. Christine is Alice's descendant.
3. Christine is Alice's ancestor.
4. Christine and Alice share a common ancestor.
5. None of the above is correct.
Enclose the selected answer number in the <ANSWER> tag, for example: <ANSWER>1</ANSWER>.",anthropic/claude-opus-4.6,Google,high,,"

Looking at this problem, I need to trace the lineage chain from the given relationships.

## Building the Chain

**Step 1:** From the given facts, I can build a lineage path:
- Lawrence → Joan (Joan is Lawrence's descendant)
- Joan → Kelly (Kelly is Joan's descendant)
- Kelly → Mason (Mason is Kelly's descendant)
- Mason → Maria (Mason is Maria's ancestor)
- Maria → Jerry (Maria is Jerry's ancestor)
- Jerry → Alice (Alice is Jerry's descendant)

This gives: **Lawrence → Joan → Kelly → Mason → Maria → Jerry → Alice**

**Step 2:** Separately: **Lawrence → Christine** (Christine is Lawrence's descendant)

## Analyzing the Relationship

The lineage branches at **Lawrence**:
- One branch: Lawrence → ... → Alice
- Other branch: Lawrence → Christine

Both Christine and Alice are **descendants of Lawrence**, but neither is an ancestor/descendant of the other — they are on separate branches stemming from the same ancestor.

Therefore, Christine and Alice **share a common ancestor** (Lawrence).

<ANSWER>4</ANSWER>"
8,COMMON_DESCENDANT,3,"Given the following lineage relationships:
* Paul is Megan's descendant.
* Jean is Ann's ancestor.
* Judith is Alexander's ancestor.
* Ruth is Judith's ancestor.
* Ruth is Paul's descendant.
* Alexander is Anna's descendant.
* Megan is Ann's descendant.
Determine the lineage relationship between Jean and Anna.
Select the correct answer:
1. Jean and Anna share a common ancestor.
2. Jean is Anna's descendant.
3. Jean and Anna share a common descendant.
4. Jean is Anna's ancestor.
5. None of the above is correct.
Enclose the selected answer number in the <ANSWER> tag, for example: <ANSWER>1</ANSWER>.",anthropic/claude-opus-4.6,Amazon Bedrock,high,,"Looking at this problem, I need to trace the lineage chains step by step.

**Building the chain:**

From the given relationships:
- **Jean** → Ann (Jean is Ann's ancestor)
- Ann → **Megan** (Megan is Ann's descendant)
- Megan → **Paul** (Paul is Megan's descendant)
- Paul → **Ruth** (Ruth is Paul's descendant)
- Ruth → **Judith** (Ruth is Judith's ancestor)
- Judith → **Alexander** (Judith is Alexander's ancestor)

This gives a full chain: **Jean → Ann → Megan → Paul → Ruth → Judith → Alexander**

From another relationship:
- **Anna** → Alexander (Alexander is Anna's descendant)

**Analyzing Jean and Anna's relationship:**

- Jean is an ancestor of Alexander (through the long chain above).
- Anna is also an ancestor of Alexander.

There is **no direct ancestor-descendant link** between Jean and Anna — they exist on separate branches that converge at Alexander.

However, **Alexander is a descendant of both Jean and Anna**, meaning they share a common descendant.

<ANSWER>3</ANSWER>"
8,ANCESTOR,4,"Given the following lineage relationships:
* Jacqueline is Nathan's descendant.
* Larry is Emily's descendant.
* Patricia is Hannah's ancestor.
* Sharon is Patricia's ancestor.
* Emily is Hannah's descendant.
* Larry is Terry's ancestor.
* Jacqueline is Sharon's ancestor.
Determine the lineage relationship between Nathan and Terry.
Select the correct answer:
1. Nathan is Terry's descendant.
2. Nathan and Terry share a common ancestor.
3. Nathan and Terry share a common descendant.
4. Nathan is Terry's ancestor.
5. None of the above is correct.
Enclose the selected answer number in the <ANSWER> tag, for example: <ANSWER>1</ANSWER>.",anthropic/claude-opus-4.6,Amazon Bedrock,high,,"

Looking at this problem, I need to build the lineage chain step by step.

**Tracing the ancestor → descendant relationships:**

| Fact | Relationship (Ancestor → Descendant) |
|---|---|
| Jacqueline is Nathan's descendant | Nathan → Jacqueline |
| Jacqueline is Sharon's ancestor | Jacqueline → Sharon |
| Sharon is Patricia's ancestor | Sharon → Patricia |
| Patricia is Hannah's ancestor | Patricia → Hannah |
| Emily is Hannah's descendant | Hannah → Emily |
| Larry is Emily's descendant | Emily → Larry |
| Larry is Terry's ancestor | Larry → Terry |

**Full chain:**
**Nathan → Jacqueline → Sharon → Patricia → Hannah → Emily → Larry → Terry**

Nathan is an ancestor of Terry.

<ANSWER>4</ANSWER>"
8,DESCENDANT,1,"Given the following lineage relationships:
* Steven is Philip's descendant.
* Julie is Sarah's ancestor.
* Michelle is Emma's descendant.
* Bradley is Michelle's descendant.
* Sarah is Ann's ancestor.
* Philip is Bradley's descendant.
* Steven is Julie's ancestor.
Determine the lineage relationship between Ann and Emma.
Select the correct answer:
1. Ann is Emma's descendant.
2. Ann is Emma's ancestor.
3. Ann and Emma share a common descendant.
4. Ann and Emma share a common ancestor.
5. None of the above is correct.
Enclose the selected answer number in the <ANSWER> tag, for example: <ANSWER>1</ANSWER>.",anthropic/claude-opus-4.6,Google,high,,"

Looking at this problem, I need to trace the lineage chain step by step.

**Building the ancestor-to-descendant chain:**

| Fact | Relationship (Ancestor → Descendant) |
|---|---|
| Michelle is Emma's descendant | Emma → Michelle |
| Bradley is Michelle's descendant | Michelle → Bradley |
| Philip is Bradley's descendant | Bradley → Philip |
| Steven is Philip's descendant | Philip → Steven |
| Steven is Julie's ancestor | Steven → Julie |
| Julie is Sarah's ancestor | Julie → Sarah |
| Sarah is Ann's ancestor | Sarah → Ann |

**Full chain:**
**Emma → Michelle → Bradley → Philip → Steven → Julie → Sarah → Ann**

This shows that **Emma is an ancestor of Ann**, which equivalently means **Ann is Emma's descendant**.

<ANSWER>1</ANSWER>"
8,COMMON_ANCESTOR,3,"Given the following lineage relationships:
* Andrea is Jordan's descendant.
* Ruth is Tyler's ancestor.
* Jordan is Joan's ancestor.
* Cynthia is Edward's descendant.
* Ruth is Andrea's descendant.
* Joan is Edward's ancestor.
* Tyler is Brandon's ancestor.
Determine the lineage relationship between Cynthia and Brandon.
Select the correct answer:
1. Cynthia and Brandon share a common descendant.
2. Cynthia is Brandon's ancestor.
3. Cynthia and Brandon share a common ancestor.
4. Cynthia is Brandon's descendant.
5. None of the above is correct.
Enclose the selected answer number in the <ANSWER> tag, for example: <ANSWER>1</ANSWER>.",anthropic/claude-opus-4.6,Google,high,,"Looking at this problem, I need to trace the lineage chains from the given relationships.

**Building the chains:**

Starting from the top:

1. **Jordan** is Joan's ancestor → Joan is Edward's ancestor → **Cynthia** is Edward's descendant
   - Chain: Jordan → Joan → Edward → ... → **Cynthia**

2. **Andrea** is Jordan's descendant → **Ruth** is Andrea's descendant → Ruth is Tyler's ancestor → Tyler is Brandon's ancestor
   - Chain: Jordan → ... → Andrea → ... → Ruth → ... → Tyler → ... → **Brandon**

**Mapping it out:**

```
           Jordan
          /      \
        Joan    Andrea
        |         |
      Edward    Ruth
        |         |
     Cynthia   Tyler
                  |
               Brandon
```

**Analysis:**
- Cynthia descends through Jordan → Joan → Edward
- Brandon descends through Jordan → Andrea → Ruth → Tyler

Both **Cynthia and Brandon share a common ancestor: Jordan**. There is no direct ancestor-descendant relationship between Cynthia and Brandon — they are on separate branches.

<ANSWER>3</ANSWER>"
8,COMMON_DESCENDANT,3,"Given the following lineage relationships:
* Kevin is Danielle's ancestor.
* Andrew is Stephanie's ancestor.
* Kayla is Nicholas's descendant.
* Stephanie is Danielle's descendant.
* Brittany is Anna's descendant.
* Andrew is Brittany's descendant.
* Anna is Kayla's descendant.
Determine the lineage relationship between Kevin and Nicholas.
Select the correct answer:
1. Kevin is Nicholas's descendant.
2. Kevin and Nicholas share a common ancestor.
3. Kevin and Nicholas share a common descendant.
4. Kevin is Nicholas's ancestor.
5. None of the above is correct.
Enclose the selected answer number in the <ANSWER> tag, for example: <ANSWER>1</ANSWER>.",anthropic/claude-opus-4.6,Google,high,,"

Looking at this problem, I need to trace the lineage chains.

**Chain from Kevin:**
Kevin → ... → Danielle → ... → Stephanie

(Kevin is Danielle's ancestor; Stephanie is Danielle's descendant)

**Chain from Nicholas:**
Nicholas → ... → Kayla → ... → Anna → ... → Brittany → ... → Andrew → ... → Stephanie

(Nicholas → Kayla → Anna → Brittany → Andrew → Stephanie, following each given relationship)

**Analysis:**
Both chains converge at **Stephanie** as a shared **descendant** of both Kevin and Nicholas.

- Kevin is NOT Nicholas's ancestor or descendant (no direct ancestral link between them).
- There's no information indicating they share a common ancestor.
- They **do** share a common descendant: Stephanie.

<ANSWER>3</ANSWER>"
8,ANCESTOR,3,"Given the following lineage relationships:
* Christine is Diane's descendant.
* William is Diane's ancestor.
* Christine is Peter's ancestor.
* William is Albert's descendant.
* Robert is Zachary's descendant.
* Peter is Zachary's ancestor.
* Steven is Albert's ancestor.
Determine the lineage relationship between Steven and Robert.
Select the correct answer:
1. Steven and Robert share a common ancestor.
2. Steven is Robert's descendant.
3. Steven is Robert's ancestor.
4. Steven and Robert share a common descendant.
5. None of the above is correct.
Enclose the selected answer number in the <ANSWER> tag, for example: <ANSWER>1</ANSWER>.",anthropic/claude-opus-4.6,Amazon Bedrock,high,,"Looking at this problem, I need to trace the lineage chain step by step.

**Building the chain (ancestor → descendant):**

1. **Steven** is Albert's ancestor → Steven > Albert
2. **Albert** is William's ancestor (William is Albert's descendant) → Albert > William
3. **William** is Diane's ancestor → William > Diane
4. **Diane** is Christine's ancestor (Christine is Diane's descendant) → Diane > Christine
5. **Christine** is Peter's ancestor → Christine > Peter
6. **Peter** is Zachary's ancestor → Peter > Zachary
7. **Zachary** is Robert's ancestor (Robert is Zachary's descendant) → Zachary > Robert

**Full lineage chain:**
**Steven > Albert > William > Diane > Christine > Peter > Zachary > Robert**

Steven is an ancestor of Robert.

<ANSWER>3</ANSWER>"
8,DESCENDANT,2,"Given the following lineage relationships:
* Timothy is Martha's descendant.
* Timothy is Dennis's ancestor.
* Barbara is Sarah's ancestor.
* Randy is Lisa's ancestor.
* Dennis is Elizabeth's ancestor.
* Randy is Sarah's descendant.
* Lisa is Martha's ancestor.
Determine the lineage relationship between Elizabeth and Barbara.
Select the correct answer:
1. Elizabeth and Barbara share a common ancestor.
2. Elizabeth is Barbara's descendant.
3. Elizabeth is Barbara's ancestor.
4. Elizabeth and Barbara share a common descendant.
5. None of the above is correct.
Enclose the selected answer number in the <ANSWER> tag, for example: <ANSWER>1</ANSWER>.",anthropic/claude-opus-4.6,Amazon Bedrock,high,,"

Looking at this, I need to build the lineage chain step by step.

**Tracing the relationships:**

| Fact | Chain built |
|------|------------|
| Barbara is Sarah's ancestor | Barbara → Sarah |
| Randy is Sarah's descendant | Barbara → Sarah → Randy |
| Randy is Lisa's ancestor | Barbara → Sarah → Randy → Lisa |
| Lisa is Martha's ancestor | Barbara → Sarah → Randy → Lisa → Martha |
| Timothy is Martha's descendant | Barbara → Sarah → Randy → Lisa → Martha → Timothy |
| Timothy is Dennis's ancestor | Barbara → Sarah → Randy → Lisa → Martha → Timothy → Dennis |
| Dennis is Elizabeth's ancestor | Barbara → Sarah → Randy → Lisa → Martha → Timothy → Dennis → Elizabeth |

**Complete chain:**
Barbara → Sarah → Randy → Lisa → Martha → Timothy → Dennis → **Elizabeth**

Elizabeth is a descendant of Barbara.

<ANSWER>2</ANSWER>"
