16,ANCESTOR,3,"Given the following lineage relationships:
* Beverly is Richard's descendant.
* Olivia is Sarah's ancestor.
* Janice is Samantha's ancestor.
* Marilyn is Stephen's descendant.
* Jeremy is Gerald's descendant.
* Stephen is Douglas's descendant.
* Jeremy is Douglas's ancestor.
* Samantha is Brian's ancestor.
* Thomas is Sarah's descendant.
* Jason is Janice's ancestor.
* Marilyn is Jason's ancestor.
* Olivia is Brian's descendant.
* Beverly is Gerald's ancestor.
* Richard is Jeffrey's descendant.
* Jeffrey is Andrea's descendant.
Determine the lineage relationship between Andrea and Thomas.
Select the correct answer:
1. Andrea and Thomas share a common descendant.
2. Andrea is Thomas's descendant.
3. Andrea is Thomas's ancestor.
4. Andrea and Thomas share a common ancestor.
5. None of the above is correct.
Enclose the selected answer number in the <ANSWER> tag, for example: <ANSWER>1</ANSWER>.",gpt-5.2,,low,,"From the given relationships, we can form this ancestor chain:

Andrea → Jeffrey → Richard → Beverly → Gerald → Jeremy → Douglas → Stephen → Marilyn → Jason → Janice → Samantha → Brian → Olivia → Sarah → Thomas

So, **Andrea is an ancestor of Thomas**.

<ANSWER>3</ANSWER>"
16,DESCENDANT,1,"Given the following lineage relationships:
* Alice is Andrew's descendant.
* Gary is Pamela's ancestor.
* Maria is Mason's ancestor.
* Jerry is Maria's ancestor.
* Alice is Jerry's ancestor.
* Russell is Kenneth's descendant.
* Lawrence is Joan's descendant.
* Kelly is Mason's descendant.
* Madison is Daniel's ancestor.
* Joan is Kelly's descendant.
* Peter is Madison's ancestor.
* Christine is Kenneth's ancestor.
* Russell is Gary's ancestor.
* Christine is Lawrence's descendant.
* Andrew is Daniel's descendant.
Determine the lineage relationship between Pamela and Peter.
Select the correct answer:
1. Pamela is Peter's descendant.
2. Pamela and Peter share a common descendant.
3. Pamela is Peter's ancestor.
4. Pamela and Peter share a common ancestor.
5. None of the above is correct.
Enclose the selected answer number in the <ANSWER> tag, for example: <ANSWER>1</ANSWER>.",gpt-5.2,,low,,"From the given relationships:

Peter → (ancestor of) Madison → Daniel → Andrew → Alice → Jerry → Maria → Mason → Kelly → Joan → Lawrence → Christine → Kenneth → Russell → Gary → Pamela

So **Peter is an ancestor of Pamela**, meaning **Pamela is Peter’s descendant**.

<ANSWER>1</ANSWER>"
16,COMMON_ANCESTOR,1,"Given the following lineage relationships:
* Bruce is Julia's ancestor.
* Emily is Hannah's descendant.
* Debra is Pamela's ancestor.
* Stephen is Terry's descendant.
* Carolyn is Julia's descendant.
* Larry is Emily's descendant.
* Jacqueline is Sharon's descendant.
* Nathan is Bruce's ancestor.
* Jacqueline is Nathan's ancestor.
* Patricia is Sharon's descendant.
* Charlotte is Walter's descendant.
* Charlotte is Debra's ancestor.
* Hannah is Patricia's descendant.
* Terry is Larry's descendant.
* Stephen is Walter's ancestor.
Determine the lineage relationship between Carolyn and Pamela.
Select the correct answer:
1. Carolyn and Pamela share a common ancestor.
2. Carolyn is Pamela's descendant.
3. Carolyn is Pamela's ancestor.
4. Carolyn and Pamela share a common descendant.
5. None of the above is correct.
Enclose the selected answer number in the <ANSWER> tag, for example: <ANSWER>1</ANSWER>.",gpt-5.2,,low,,"Carolyn descends from Sharon (Sharon → … → Jacqueline → … → Nathan → … → Bruce → … → Julia → … → Carolyn), and Pamela also descends from Sharon (Sharon → … → Patricia → … → Hannah → … → Emily → … → Larry → … → Terry → … → Stephen → … → Walter → … → Charlotte → … → Debra → … → Pamela). Therefore, Carolyn and Pamela share a common ancestor.

<ANSWER>1</ANSWER>"
16,COMMON_DESCENDANT,1,"Given the following lineage relationships:
* Cynthia is Frank's ancestor.
* Emma is Marie's ancestor.
* Nicole is Samuel's ancestor.
* Jordan is Andrea's descendant.
* Tyler is Ruth's ancestor.
* Brandon is Bobby's descendant.
* Bobby is Samuel's descendant.
* Edward is Cynthia's ancestor.
* Joan is Edward's ancestor.
* Nicole is Marie's descendant.
* Doris is Frank's descendant.
* Doris is Laura's descendant.
* Andrea is Ruth's descendant.
* Joan is Jordan's descendant.
* Brandon is Tyler's ancestor.
Determine the lineage relationship between Laura and Emma.
Select the correct answer:
1. Laura and Emma share a common descendant.
2. Laura and Emma share a common ancestor.
3. Laura is Emma's ancestor.
4. Laura is Emma's descendant.
5. None of the above is correct.
Enclose the selected answer number in the <ANSWER> tag, for example: <ANSWER>1</ANSWER>.",gpt-5.2,,low,,<ANSWER>1</ANSWER>
16,ANCESTOR,2,"Given the following lineage relationships:
* Noah is Kathleen's descendant.
* Donald is Evelyn's descendant.
* William is Albert's descendant.
* Diane is William's descendant.
* Robert is Zachary's descendant.
* Alan is Kathleen's ancestor.
* Robert is Paul's ancestor.
* Andrew is Thomas's ancestor.
* Alan is Thomas's descendant.
* Christine is Diane's descendant.
* Judy is Evelyn's ancestor.
* Christine is Peter's ancestor.
* Paul is Judy's ancestor.
* Donald is Andrew's ancestor.
* Zachary is Peter's descendant.
Determine the lineage relationship between Albert and Noah.
Select the correct answer:
1. Albert and Noah share a common ancestor.
2. Albert is Noah's ancestor.
3. Albert and Noah share a common descendant.
4. Albert is Noah's descendant.
5. None of the above is correct.
Enclose the selected answer number in the <ANSWER> tag, for example: <ANSWER>1</ANSWER>.",gpt-5.2,,low,,"From the given relationships:

Albert → William → Diane → Christine → Peter → Zachary → Robert → Paul → Judy → Evelyn → Donald → Andrew → Thomas → Alan → Kathleen → Noah

So **Albert is an ancestor of Noah**.

<ANSWER>2</ANSWER>"
16,DESCENDANT,1,"Given the following lineage relationships:
* Gregory is Noah's ancestor.
* Katherine is Sandra's ancestor.
* Donna is Walter's descendant.
* Ronald is Katherine's ancestor.
* Nicole is Cheryl's ancestor.
* Michael is Nicole's ancestor.
* Theresa is Noah's descendant.
* George is Michael's ancestor.
* Theresa is George's ancestor.
* Walter is Joshua's descendant.
* Donna is Carl's ancestor.
* Matthew is Ronald's ancestor.
* Sandra is Joshua's ancestor.
* Elizabeth is Gregory's ancestor.
* Cheryl is Matthew's ancestor.
Determine the lineage relationship between Carl and Elizabeth.
Select the correct answer:
1. Carl is Elizabeth's descendant.
2. Carl and Elizabeth share a common descendant.
3. Carl and Elizabeth share a common ancestor.
4. Carl is Elizabeth's ancestor.
5. None of the above is correct.
Enclose the selected answer number in the <ANSWER> tag, for example: <ANSWER>1</ANSWER>.",gpt-5.2,,low,,"From the given relationships, we can form this ancestor chain:

Elizabeth → Gregory → Noah → Theresa → George → Michael → Nicole → Cheryl → Matthew → Ronald → Katherine → Sandra → Joshua → Walter → Donna → Carl

So **Elizabeth is an ancestor of Carl**, meaning **Carl is Elizabeth’s descendant**.

<ANSWER>1</ANSWER>"
16,COMMON_ANCESTOR,1,"Given the following lineage relationships:
* Rachel is Shirley's ancestor.
* Jessica is Martha's ancestor.
* Jacob is Carolyn's descendant.
* Kelly is Kenneth's ancestor.
* Linda is Jacob's descendant.
* Kenneth is Jessica's ancestor.
* Shirley is Bruce's ancestor.
* Roger is Bruce's descendant.
* Carolyn is Walter's descendant.
* Charles is Kelly's ancestor.
* Julie is Catherine's descendant.
* Walter is Catherine's descendant.
* Julie is Charles's ancestor.
* Rachel is Heather's descendant.
* Martha is Heather's ancestor.
Determine the lineage relationship between Linda and Roger.
Select the correct answer:
1. Linda and Roger share a common ancestor.
2. Linda is Roger's ancestor.
3. Linda and Roger share a common descendant.
4. Linda is Roger's descendant.
5. None of the above is correct.
Enclose the selected answer number in the <ANSWER> tag, for example: <ANSWER>1</ANSWER>.",gpt-5.2,,low,,"Linda is a descendant of Catherine (Catherine → Walter → Carolyn → Jacob → Linda), and Roger is also a descendant of Catherine (Catherine → Julie → Charles → Kelly → Kenneth → Jessica → Martha → Heather → Rachel → Shirley → Bruce → Roger). Therefore, Linda and Roger share a common ancestor.

<ANSWER>1</ANSWER>"
16,COMMON_DESCENDANT,1,"Given the following lineage relationships:
* Sean is Brandon's descendant.
* Willie is Julia's ancestor.
* Jose is Willie's ancestor.
* Victoria is Harold's ancestor.
* Judith is Kathryn's ancestor.
* Christine is Brandon's ancestor.
* Adam is Julia's descendant.
* Terry is Judith's ancestor.
* Harold is Sean's descendant.
* Adam is Victoria's ancestor.
* Kathryn is Jose's ancestor.
* Christine is Charlotte's descendant.
* Charlotte is Edward's descendant.
* Cynthia is Terry's ancestor.
* Cynthia is Dorothy's descendant.
Determine the lineage relationship between Edward and Dorothy.
Select the correct answer:
1. Edward and Dorothy share a common descendant.
2. Edward is Dorothy's ancestor.
3. Edward and Dorothy share a common ancestor.
4. Edward is Dorothy's descendant.
5. None of the above is correct.
Enclose the selected answer number in the <ANSWER> tag, for example: <ANSWER>1</ANSWER>.",gpt-5.2,,low,,<ANSWER>1</ANSWER>
16,ANCESTOR,4,"Given the following lineage relationships:
* Noah is Brandon's descendant.
* Samuel is Noah's descendant.
* Elizabeth is Kelly's ancestor.
* Natalie is Brandon's ancestor.
* Richard is Marilyn's ancestor.
* Teresa is Jason's ancestor.
* Barbara is Frank's descendant.
* Randy is Jason's descendant.
* Marie is Randy's descendant.
* Debra is Elizabeth's ancestor.
* Debra is Marie's descendant.
* Frank is Samuel's descendant.
* Juan is Marilyn's descendant.
* Natalie is Kelly's descendant.
* Barbara is Richard's ancestor.
Determine the lineage relationship between Teresa and Juan.
Select the correct answer:
1. Teresa and Juan share a common ancestor.
2. Teresa and Juan share a common descendant.
3. Teresa is Juan's descendant.
4. Teresa is Juan's ancestor.
5. None of the above is correct.
Enclose the selected answer number in the <ANSWER> tag, for example: <ANSWER>1</ANSWER>.",gpt-5.2,,low,,"From the given relationships, we can form a single lineage chain:

Teresa → Jason → Randy → Marie → Debra → Elizabeth → Kelly → Natalie → Brandon → Noah → Samuel → Frank → Barbara → Richard → Marilyn → Juan

So **Teresa is Juan’s ancestor**.

<ANSWER>4</ANSWER>"
16,DESCENDANT,2,"Given the following lineage relationships:
* Terry is Christopher's descendant.
* Denise is Bruce's descendant.
* Philip is Maria's descendant.
* Julie is Nancy's descendant.
* Christopher is Edward's descendant.
* Maria is Dennis's descendant.
* Amy is Ruth's ancestor.
* Elijah is Nancy's ancestor.
* Edward is Julie's descendant.
* Amy is Ryan's descendant.
* Ruth is Bruce's ancestor.
* Dennis is Keith's descendant.
* Elijah is Denise's descendant.
* Philip is Ryan's ancestor.
* Catherine is Terry's descendant.
Determine the lineage relationship between Catherine and Keith.
Select the correct answer:
1. Catherine and Keith share a common descendant.
2. Catherine is Keith's descendant.
3. Catherine is Keith's ancestor.
4. Catherine and Keith share a common ancestor.
5. None of the above is correct.
Enclose the selected answer number in the <ANSWER> tag, for example: <ANSWER>1</ANSWER>.",gpt-5.2,,low,,<ANSWER>2</ANSWER>
